date_time,salinity,temperature,latitude,longitude,salinity_flag,density,total_phosphate,total_ammonia,total_silicate,total_nitrate_nitrite,total_nitrite,total_nitrate,Phosphate_flag,Ammonium_flag,Nitrate_and_Nitrite_flag,Nitrite_flag,Nitrate_flag,Silicate_flag,sample,depth,tco2,internal_flag_tco2,duplicate_difference_tco2,n_duplicates_tco2,flag_tco2,talk,internal_flag_talk,duplicate_difference_talk,n_duplicates_talk,pH_initial_talk,flag_talk
2020-12-20 09:04:00,37.03465144704223,21.8675,33.45194444444444,-34.61944444444445,2.0,1.025803686154106,0.0082861858606375,0.3475323834490912,0.5912437322913712,0.18424577972476358,0.0497171151638251,0.1345286645609385,2.0,3.0,3.0,3.0,3.0,2.0,22,3,2100.34691362131,2.0,1.3301241446165477,2.0,2.0,2416.8848895559554,3.0,,1.0,8.121819623585838,3.0
2020-12-20 16:50:00,37.07369539916185,21.8565,33.45111111111111,-34.61805555555556,2.0,1.0258364976667862,-0.0024370355370335497,0.16961767337753555,0.5926870426065611,0.18229025817011005,0.00974814214813415,0.17254211602197578,2.0,2.0,2.0,2.0,2.0,2.0,23,3,2098.9196975252744,3.0,,1.0,3.0,2417.026276490583,2.0,1.4486417901302957,2.0,8.119142829937882,2.0
2020-12-20 22:08:00,36.92718182577747,21.6118,33.34166666666667,-34.54694444444445,2.0,1.0257936921762534,0.00731141169730575,0.1433036692671943,0.5649284104784975,0.2588239740846265,0.00779883914379285,0.25102513494083367,2.0,2.0,2.0,2.0,2.0,2.0,24,3,2097.736555109216,3.0,2.1371428124180056,2.0,3.0,2413.3641042569575,3.0,,1.0,8.118475167980806,3.0
2020-12-21 09:25:00,37.09833023419182,21.6728,33.31944444444444,-34.776666666666664,2.0,1.0259068955499246,0.009747473229176,0.3128938906565512,0.5828988991047277,0.281214602661729,0.014133836182305251,0.2670807664794237,2.0,3.0,3.0,3.0,3.0,2.0,25,3,2103.6600089261124,2.0,6.237425425787478,2.0,2.0,2422.346901111404,2.0,2.3631667202812423,2.0,8.120050180519064,2.0
2020-12-21 11:31:00,37.08902862087022,21.6387,33.20638888888889,-34.48083333333334,2.0,1.0259093723063717,0.01510854702999155,0.10527245672510285,0.5770490220487122,0.08382806739221155,0.007797959757415,0.0760301076347965,3.0,2.0,2.0,2.0,2.0,2.0,26,3,2098.997234674328,3.0,0.5610902261491901,2.0,2.0,2421.0695977301634,2.0,0.8025654723851403,2.0,8.120864475114029,2.0
2020-12-21 21:40:00,37.09317450294895,21.807,33.30083333333333,-33.96583333333333,2.0,1.0258652652296851,0.0058487212730188,0.07847034374633641,0.5838973404230501,0.4942169475700941,0.00146218031825465,0.49275476725183937,2.0,2.0,2.0,2.0,2.0,2.0,27,3,2103.2126914607234,3.0,3.7103821658179186,2.0,2.0,2420.3288162652298,2.0,7.023898704452677,2.0,8.118389582071941,2.0
2020-12-22 10:47:00,36.99272533708695,21.6066,33.60805555555556,-33.83305555555556,2.0,1.0258450434715032,0.00292441828236345,0.1501201384946575,0.584396253425631,0.1116152977768719,0.006823642658848,0.10479165511802385,2.0,2.0,2.0,3.0,2.0,2.0,28,3,2096.237034927857,2.0,1.5819973814873265,2.0,2.0,2409.121026324072,2.0,0.9157716457361857,2.0,8.118208697729472,2.0
2020-12-22 21:17:00,37.11288736485569,21.6684,33.20027777777778,-34.00055555555556,2.0,1.025919211062987,0.0082852527843716,0.1350008836041737,0.5653466605806552,0.0346031145700228,0.0009747356216907,0.033628378948332,2.0,2.0,2.0,2.0,2.0,2.0,29,3,2101.752873220251,2.0,5.495906863595337,2.0,2.0,2421.075304328914,2.0,0.07776032034735181,2.0,8.119111252601492,2.0
2020-12-23 11:33:00,36.931350688881714,20.7994,33.09777777777778,-30.92083333333333,2.0,1.0260214108173895,0.00243659632600485,0.14668309882549405,0.5355638724558738,0.07943304022775925,0.0112083430996224,0.06822469712813675,3.0,2.0,2.0,2.0,2.0,2.0,30,3,2115.6487455000406,3.0,2.144916937410926,2.0,2.0,2417.7882950961994,2.0,3.025170778176289,2.0,8.101708401929532,2.0
2020-12-23 21:52:00,36.81218747207803,20.6626,33.28972222222222,-29.28555555555556,2.0,1.0259678148748632,0.0146203416740022,0.13353245395588725,0.5614211202816868,0.11111459672241715,0.0146203416740022,0.09649425504841486,2.0,2.0,2.0,2.0,2.0,2.0,31,3,2113.414089447774,3.0,2.3020299066997723,2.0,2.0,2419.555150048877,2.0,1.952024819073813,2.0,8.097183636149861,2.0
2020-12-24 10:19:00,36.7824250374421,20.2268,33.80916666666666,-29.02166666666667,2.0,1.0260627600848802,0.016568187309121,1.4511782884283062,0.5672167655240256,0.17299136749229294,0.023877681710203748,0.1491136857820892,2.0,2.0,2.0,2.0,2.0,2.0,32,3,2113.4415689889706,3.0,0.7426190931837482,2.0,2.0,2408.817043564408,2.0,2.9471840547739703,2.0,8.089574361898759,2.0
2020-12-24 23:05:00,36.99605869379805,19.7057,33.54527777777778,-26.968611111111112,2.0,1.0263645974953817,0.0151018459111161,0.3892378994510258,0.6045609927643594,0.2645258816043893,0.0487156319713424,0.21581024963304685,2.0,2.0,2.0,2.0,2.0,2.0,33,3,2105.9447275669954,2.0,3.683380630970987,2.0,2.0,2401.895133047164,2.5,3.3423750312849734,2.0,8.083846680015554,2.0
2020-12-25 11:15:00,36.810363222337806,19.5135,33.507777777777775,-25.29138888888889,2.0,1.0262732694693355,0.009743993434780551,0.24993343160212167,0.594383599521615,0.13105671169779864,0.043360770784773496,0.08769594091302516,2.0,2.0,2.0,2.0,2.0,3.0,34,3,2112.59959816396,2.0,8.468290606191658,2.0,2.0,2402.0454291910555,2.0,1.6174637609487945,2.0,8.084276232995082,2.0
2020-12-25 21:39:00,36.72956698782549,19.5607,33.73027777777777,-24.217777777777776,2.0,1.026199133097248,0.0107191671140864,0.1763790225136036,0.543266878736652,0.08234269283093645,0.0229000388346391,0.0594426539962973,2.0,2.0,2.0,2.0,2.0,2.0,35,3,2114.3409249637925,2.0,8.99283968055397,2.0,2.0,2401.3843139962473,2.0,1.3132073041392687,2.0,8.079274386992692,2.0
2020-12-26 10:55:00,28.885645951271663,19.0308,34.173611111111114,-22.774444444444445,3.0,1.0203484058222885,0.011760688732913,0.32684914103554247,0.5826441209764017,0.14553852306979925,0.039692324473581606,0.1058461985962176,3.0,3.0,3.0,3.0,3.0,3.0,36,3,2129.3845049569827,2.0,4.024600876033674,2.0,2.0,2407.729541001827,2.0,5.22031786423031,2.0,8.059309392652118,2.0
2020-12-26 22:42:00,,18.4386,34.92083333333333,-21.71583333333333,4.0,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,37,3,2126.3955973647458,3.0,,1.0,3.0,2379.740040590603,2.0,7.339619361187033,2.0,8.058289347468705,2.0
2020-12-28 15:16:00,36.57662897052267,18.2134,35.42527777777778,-20.92277777777777,2.0,1.026427978731934,0.0077940198102192,0.2308978368777454,0.5972167679580503,0.1222686857728145,0.02386918566879645,0.09839950010401799,2.0,2.0,2.0,2.0,2.0,2.0,38,3,2120.88492451375,3.0,,1.0,3.0,2394.0596972713906,2.0,3.518904062488218,2.0,8.065166247353805,2.0
2020-12-28 21:39:00,36.5334071291377,17.7627,35.63583333333333,-20.46,2.0,1.0265070245400292,0.0155868392689952,0.1397944646938012,0.6332153453029321,0.21090941885859193,0.0175351941776196,0.19337422468097232,2.0,2.0,2.0,2.0,2.0,2.0,39,3,2122.7123205831367,2.0,0.5727153390967032,2.0,2.0,2389.894912447467,2.0,5.027126939447044,2.0,8.057273269673734,2.0
2020-12-29 10:58:00,36.27206274636493,16.297,37.18194444444445,-18.83638888888889,2.0,1.026658510394859,0.0399353821985376,0.1704558996279045,0.7134796941568002,0.6935120030575315,0.07402656212411846,0.619485440933413,2.0,2.0,2.0,2.0,2.0,2.0,40,3,2121.621542082418,2.0,20.00713890858242,2.0,2.0,2374.1837455592567,2.0,2.1355463065642653,2.0,8.032000031656267,2.0
2020-12-29 22:44:00,36.25519013462464,16.4601,38.61305555555556,-17.31388888888889,2.0,1.026607306279523,0.0272743042336932,0.1344233565803452,0.6200033801694911,0.2659244662785091,0.0263002219396327,0.2396242443388763,2.0,2.0,2.0,2.0,2.0,2.0,41,3,2117.4376332473294,2.0,5.829637538756742,2.0,2.0,2374.6071649437663,2.0,0.8783161794008265,2.0,8.036700467425202,2.0
2020-12-30 12:04:00,36.10846000000001,15.7643,40.22916666666666,-15.524444444444445,2.0,1.0266556982638415,0.04090952796641115,0.176300584807629,0.6175390650167778,0.4748427353244151,0.07402676489160104,0.40081597043281403,2.0,2.0,2.0,2.0,2.0,2.0,42,3,2114.7706973441805,3.0,,1.0,3.0,2364.8530261252063,2.0,0.5946526141933646,2.0,8.022429038095314,2.0
2020-12-30 19:26:00,36.12216000000001,15.2404,41.10722222222223,-14.548333333333334,2.0,1.0267847991846537,0.1110261859062627,0.1655653649479356,0.8833399176928096,1.7920015970835388,0.10372183157032436,1.6882797655132142,2.0,2.0,2.0,2.0,2.0,2.0,43,3,2116.746677504704,2.0,10.037872863233588,2.0,2.0,2363.350105314866,2.5,3.258312786533679,2.0,8.012424361017079,2.0
2020-12-30 19:48:00,36.09886,15.126,41.38611111111111,-14.461388888888887,2.0,1.0267923826319894,0.11248622599238356,0.16264242199764556,0.8711595597418802,1.7544929534656197,0.11443403942948116,1.640058914036139,2.0,2.0,2.0,2.0,2.0,2.0,44,3,2123.616362652146,2.0,6.856225106178499,2.0,2.0,2363.2918528895952,2.0,1.1144078566612734,2.0,8.012127106405998,2.0
2020-12-30 20:01:00,36.09996,15.1109,41.33611111111111,-14.476944444444444,2.0,1.026796594910179,0.09252075870811616,0.18211980924650234,0.8667734236865623,1.3990112619390414,0.10323368866379279,1.2957775732752483,2.0,2.0,2.0,2.0,2.0,2.0,45,3,2117.1467446017755,3.0,1.0255424434044471,2.0,2.0,2363.882988480763,2.0,0.24933858449276158,2.0,8.010881446109547,2.0
2020-12-30 20:14:00,36.09116,15.085,41.28694444444445,-14.224166666666669,2.0,1.0267955710928194,0.0871643806417523,0.17773742421362904,0.8692090471817204,1.2534140545914556,0.09836427312644674,1.1550497814650087,2.0,2.0,2.0,2.0,2.0,2.0,46,3,2123.621159644972,2.0,5.861288458484978,2.0,2.0,2361.8034340959457,2.0,1.306945426614675,2.0,8.014522802935915,2.0
2020-12-30 20:30:00,36.080560000000006,15.0484,41.34361111111111,-14.38472222222222,2.0,1.0267955286539387,0.09641646972283024,0.1694592498158835,0.8365833079991032,1.4657251205339352,0.11492064067973705,1.350804479854198,2.0,2.0,2.0,2.0,2.0,2.0,47,3,2119.8021187459826,2.0,0.9604965995031307,2.0,2.0,2360.7782161485966,2.0,1.551235119017747,2.0,8.010040898332598,2.0
2020-12-30 20:47:00,36.00786000000001,14.872,41.445277777777775,-14.2275,2.0,1.0267784543116725,0.07450487461901775,0.3145761372802972,0.8244232204574972,1.1204948790742475,0.10323551254399845,1.017259366530249,2.0,2.0,2.0,2.0,2.0,2.0,48,3,2122.857270272966,3.0,2.6440858899836712,2.0,2.0,2359.4604312606234,2.0,0.8548914359612354,2.0,8.008969729125784,2.0
2020-12-30 21:05:00,35.954260000000005,14.7409,41.57111111111111,-14.3125,2.0,1.026765884048453,0.1032367764129937,0.1606987557372072,0.7518753904795392,1.4677153023998262,0.1723859379726404,1.2953293644271855,2.0,2.0,2.0,2.0,2.0,2.0,49,3,2113.264186525387,2.0,3.5070810589186294,2.0,2.0,2355.9270221597153,2.0,1.0486707968607334,2.0,8.00499811220386,2.0
2020-12-30 21:23:00,35.89276,14.6945,41.43638888888889,-14.126111111111111,2.0,1.0267285556200785,0.11492813690054185,0.1538868273753018,0.7738169895549198,1.6255513600593594,0.1991763050522103,1.4263750550071492,2.0,2.0,2.0,2.0,2.0,2.0,50,3,2129.3174596483755,3.0,,1.0,3.0,2352.298864412712,2.0,1.2016835416243339,2.0,7.997815674602214,2.0
2020-12-30 21:36:00,35.91196000000001,14.7241,41.63722222222222,-14.150833333333331,2.0,1.026736906148488,0.082299564273946,0.3160498059987632,0.7674799603298166,1.2028397855422885,0.14706786041853082,1.0557719251237578,2.0,2.0,2.0,2.0,2.0,2.0,51,3,2113.9801146508753,3.0,3.1893950597668663,2.0,2.0,2353.798370644324,2.0,1.6652931271046327,2.0,8.000558060022971,2.0
